i,t,m,Beef,Bread,Coconuts,Eggs,Maize (flour),Plantains,Rice (husked),Salt,Soft drinks,Sugar,Sweets,Tea (dry)
0048-001-001,2019-20,Mainland Rural,0.8343229164184442,0.6556299875064138,1.5575598748988226,0.2354059574962791,4.281696839272645,2.823820560092134,1.976663849095649,0.2068841717513998,1.0222395636942458,0.6096013476054437,0.03336733917896421,0.024101728310042113
0049-001-001,2019-20,Mainland Rural,0.5352184600103678,0.7126987668162839,1.150869386810835,0.1256541546917401,7.420481290461938,4.130642877588735,1.7622066654547446,0.17629530755766754,0.4937593432520185,0.34315787420928867,0.011017480714253255,0.014461695130081331
0050-001-001,2019-20,Mainland Rural,0.91453347009646,0.8496367595686083,1.5451270193688182,0.19120157854532124,8.479459331620886,4.741065190638812,3.2357717917973408,0.23197346043706032,0.5504091281103962,0.5148372021535339,0.009055381277439043,0.01768723373464209
0051-001-001,2019-20,Mainland Rural,1.1380425898566573,0.9473256397387431,2.7910753057247906,0.47396650970750137,4.0206783818625675,3.222213534902063,2.841906178987899,0.25516095669108035,2.067772473230637,0.9721009224860889,0.08725461287551535,0.036344865414416914
0051-001-002,2019-20,Dar Es Salaam,1.026977808697853,1.162688859022858,1.371327887955657,0.3478798802857403,2.4942813336460423,1.463258061874874,2.8677732787485897,0.177092620007342,1.9298174315492782,0.548319299180769,0.05751097322413443,0.023218261221169396
0051-001-003,2019-20,Dar Es Salaam,1.4707326397921898,1.1617248186775657,2.5133715028124897,0.62453456840417,2.9877315582225186,1.9993716591859971,5.807446431969557,0.26488237852442115,2.752638214194794,1.0379822178099798,0.11133217343467097,0.03795304367584718
0055-001-001,2019-20,Mainland Rural,0.5587113239917826,0.611642584288022,0.9309473191395833,0.1748910848659619,2.962656313750353,1.8919153474223287,1.0919739779564999,0.15868663032901445,0.640478864176133,0.31630231978175455,0.022634555231929154,0.013682591126177536
0055-003-001,2019-20,Mainland Rural,0.638582565901441,0.4566095620672939,0.8924541367964209,0.1733595436949602,3.968195535307197,1.5963929871126414,1.5397087713565711,0.1595831073466767,0.5306937276452586,0.32242092206894835,0.010640946120648798,0.013567581469167332
0056-001-001,2019-20,Mainland Rural,1.2599532551255839,1.1723967233562818,3.8584080727618195,0.6783509313740966,5.3056351793938665,4.128131644441145,3.7371235297654994,0.30387525998478493,2.8423027181257137,1.3422768380511592,0.09814651263156995,0.04978962656499887
0057-001-001,2019-20,Mainland Rural,0.890353629030848,0.8990378491633513,1.7565039769577695,0.2653507745593585,4.527313405874605,3.8458832009500545,2.0983786894752265,0.2033444924948175,0.8868329608434414,0.5921204794658528,0.05923501541963491,0.019668003505703358
0058-001-001,2019-20,Mainland Rural,1.2586851064693914,0.6888106192634812,1.7902601094994848,0.3392924131306607,7.211747911768975,3.6113852033068863,3.913451397664341,0.2454411002662618,1.2109145564239912,0.8244394705319309,0.026278190506295793,0.026938113456919783
