i,t,m,Energy,Protein,Vitamin A,Vitamin D,Vitamin E,Vitamin C,Vitamin B-6,Vitamin B-12,Calcium,Magnesium,Iron,Zinc
0017-001-001,2019-20,Mainland Rural,44357.459437512494,1067.7786115473637,3063.981476723346,16.631677066380682,80.44120265841838,136.34401194646807,29.49672477425305,32.82187673664728,2730.0823680176113,11022.625400444018,316.78516238922106,208.35423803396327
0017-002-001,2019-20,Mainland Other Urban,43134.95286696367,1075.986195626176,5465.003804060453,30.8478268432985,54.58577095265739,225.9753881546118,24.20205146877695,52.5605405194299,3407.9681945707034,8104.437929113839,242.3540247487336,191.95586927366054
0018-001-001,2019-20,Mainland Rural,55171.46153019402,1323.9910755600793,5090.847891171271,31.464643878235382,85.61796414206562,188.3540175670084,33.332694637803826,52.238012245610555,3794.8647675565476,12072.020475867273,351.6855636959758,247.62853063747804
0020-001-001,2019-20,Mainland Rural,56256.925182404004,1304.9659269861377,1578.3476337288503,10.445108749243033,128.22857033957044,52.30756546889224,41.488736797441064,19.03465113284709,1908.0184370593174,16854.57686838695,470.18396816304124,270.39412570152916
0021-001-002,2019-20,Mainland Other Urban,43445.63723428833,1048.3734306465806,3437.7998017617388,21.944337628425828,73.7298022598609,120.39954186204186,27.544900486695163,37.32085263495251,2639.082692221568,10212.974478140315,294.90038065483293,199.91835745893823
0024-001-001,2019-20,Mainland Other Urban,62404.69385482307,1552.0749497286713,5561.7810446447365,28.391987376489777,74.10266934819542,262.06467456591935,34.785105790834095,63.423962262255195,4403.134041315685,11642.514187048353,338.7132372488183,281.3487514663752
0028-001-001,2019-20,Mainland Other Urban,38481.12521462962,945.953738716546,3047.7726725037605,20.734127941530165,60.07526376381692,93.57011521075187,23.256830278306822,35.51725302622113,2161.6107507834554,8543.95404568099,246.35877132091622,175.9998009486305
0029-001-001,2019-20,Mainland Other Urban,60238.448570627166,1414.844944868069,5542.374372036661,31.428208650933016,91.5937409311135,225.3377645420957,35.97484619147151,49.79667118055473,3466.78708634951,13202.599739841557,375.6959145437208,264.99596938692315
0030-001-001,2019-20,Mainland Other Urban,35904.41560192612,918.3666089419775,4475.177528199373,26.510586883359903,46.76642877781685,176.39899657484207,20.36971090194168,46.55525895113461,3160.354506929172,6843.695653547443,208.05636105174065,163.82893008805283
0031-001-001,2019-20,Mainland Other Urban,76342.1417716353,1908.982111661899,10958.687078398967,56.286187937394565,79.78522385091377,504.51452184578727,41.09419778833199,104.53312758570159,6635.898061709952,12549.329074857234,384.80559906065577,336.49967256183106
0032-001-001,2019-20,Mainland Other Urban,42505.65422233518,1216.1576970686494,12054.250959603862,49.82887046128886,33.54891399065362,660.0925389851413,23.507601038047348,94.636702419113,5876.442431091999,5362.572079844607,195.44823056768584,200.85020791741653
0034-001-001,2019-20,Dar Es Salaam,90402.99933863654,2218.757449290809,10145.948466405573,45.31716159450784,98.07428310521293,524.6700654687496,47.10619553340555,85.55356811227398,6092.974404145053,16141.439314756011,458.64171399948,388.76438694891476
0036-001-001,2019-20,Mainland Other Urban,24948.80272766105,647.4753454524129,2489.5508935981943,14.868537909483484,37.31962497956323,96.27296913589785,15.233703554768429,28.43854078929877,1768.8684521507435,5324.6570225117575,158.08892598539654,118.54270921707423
0038-001-001,2019-20,Mainland Other Urban,39879.89277130474,1025.3066079160376,5382.952073227716,30.834817010725907,56.1379726577503,218.58259184204488,24.032347009029568,53.79835393150111,3303.4372084619895,7944.7753744930305,242.50899502296647,185.7213607816082
0039-001-001,2019-20,Mainland Rural,47468.074579548425,1172.1319973281866,7378.978195708609,40.615211353792986,55.07391383431083,321.9573432268563,25.76222534158312,68.40074434960579,5296.70202269208,8127.897074039608,256.2209800386247,207.127505956788
0040-001-001,2019-20,Mainland Other Urban,26433.770214792425,660.9924030227999,2276.220432550945,13.662053780814459,40.236981257462126,88.46577631502377,15.906355318459765,25.41958491833773,1830.0118846414914,5765.804619847914,168.0218193671551,122.08382399636413
0041-001-001,2019-20,Mainland Other Urban,27677.713609249426,717.3447622009753,2674.462000034464,13.944281215514058,43.98897372219701,123.04595416545388,17.55274173715309,28.81355476894256,2046.6701789250787,6202.628041680388,183.0842402102481,133.12549208892824
0041-004-001,2019-20,Mainland Other Urban,29518.463542374895,780.8440580254065,4655.112133678016,27.611587919548448,37.293022834672335,180.36195279316502,16.97510401948651,47.266297859019616,2776.1142564869347,5329.971317067973,168.76442222348945,137.2578329386253
0042-001-001,2019-20,Dar Es Salaam,30283.228287222195,762.7672239918184,3406.0264749929956,17.501205855390186,38.38400860136787,157.25320034158324,17.080050570270814,33.213314439235965,2302.5623369409354,5827.474587552716,171.43870978730743,136.75450038028367
0042-001-002,2019-20,Mainland Rural,19715.57611351531,512.6852478033883,3214.988005459502,17.502280078915497,27.098460715018547,138.99044660775442,11.672837033627077,29.126892231750872,1932.2263913366448,3791.500644244596,118.36986784383879,90.89512036904452
0043-001-001,2019-20,Mainland Rural,40224.05972784652,971.1173140170989,3350.5988115525665,20.997195777711987,65.8127990941428,121.72161804116372,24.81629911744669,34.98536706149102,2634.0032676544406,9207.303661853444,266.0952711461949,182.80884661971535
0044-001-001,2019-20,Mainland Other Urban,39673.43179769898,1019.5070642788077,5305.270460704508,30.45474821408616,56.162019421209216,214.86085601796174,23.953739945620722,53.161272973716805,3266.318922293954,7940.633950142281,242.08961141685148,184.8712549338406
